epoch,train_loss,train_hard_loss,train_soft_loss,val_auc,val_f1,val_miss_rate,val_false_alarm_rate,val_accuracy,learning_rate,time
1,2.8986460459036905,0.6674501783535128,6.245439650582486,0.9978256344918682,0.5212092583845064,0.647115261609313,0.0006408094435075885,0.7761681830227012,0.001,72.32424759864807
2,2.8589045415159133,0.6512186879017314,6.1704331773226375,0.9981849920213243,0.5235152601537808,0.645068440578227,0.0005396290050590219,0.7769410829432029,0.001,90.95966744422913
1,2.8830122322332663,0.6582669884455009,6.220129912016822,0.997798096896525,0.5087669144272918,0.6585007035947295,0.000505902192242833,0.772325766275064,0.001,42.37711215019226
2,2.858170530835136,0.6511531501519875,6.168696434771428,0.9983981964331209,0.5312807997371756,0.637968530126647,0.0004384485666104553,0.7794585283985513,0.001,43.836987018585205
3,2.8541835917801155,0.6493100900141919,6.161493684424729,0.9986047316341067,0.5056362246847536,0.6614430088269156,0.00030354131534569986,0.7714424520802049,0.001,43.1841025352478
4,2.854146318357499,0.6501080774870075,6.160203476421168,0.9985338026409771,0.47091602307165903,0.6918894716643214,0.0002360876897133221,0.7609751788711244,0.001,43.16716456413269
5,2.8528750744022306,0.6492553387509018,6.158304542791648,0.998790897859359,0.4934014064155669,0.672380708711782,0.00020236087689713323,0.7677325324617966,0.001,43.36909794807434
6,2.8549873633462877,0.6514193879776313,6.160339167860688,0.9986895976922352,0.49620228824151524,0.6698861455801458,0.0002360876897133221,0.7685716809469129,0.001,43.62787938117981
7,2.8541779049107285,0.6508190573238936,6.159215989660044,0.9988717600180003,0.4906151990349819,0.6748113086861968,0.0002360876897133221,0.766871301121809,0.001,43.39965605735779
8,2.853136598086748,0.6502096682298378,6.157526844837626,0.9991790948986741,0.4926027661317527,0.6730843034412178,0.00020236087689713323,0.7674896210582104,0.001,43.173664569854736
9,2.8527836291516415,0.6502199304885552,6.156629003462244,0.9985389229294652,0.4979352732161721,0.6683510298068313,0.0002360876897133221,0.7691016694638283,0.001,43.13449954986572
10,2.8518312798171745,0.6494816986263775,6.155355519935733,0.9991141329238539,0.5044226631604112,0.6625943456569017,0.00020236087689713323,0.7711112092571327,0.001,43.20032525062561
11,2.852573599971709,0.6501734818591446,6.156173608342155,0.9990852427180696,0.49610539474949517,0.6700140718945887,0.00016863406408094435,0.7685716809469129,0.001,43.39965629577637
12,2.852050413850878,0.6496467629417044,6.155655735828837,0.9992963028000762,0.5036597617566857,0.6632979403863375,0.00016863406408094435,0.770890380708418,0.001,43.54703974723816
13,2.8529478839186373,0.6503871840531709,6.156788740001741,0.9993504730145588,0.49019986482572175,0.6752590507867469,0.00010118043844856661,0.7668050525571946,0.001,43.564143896102905
14,2.8525620855268885,0.6497688782019694,6.156751749945468,0.9994221430311114,0.4918032786885246,0.6737878981706537,0.00020236087689713323,0.7672467096546242,0.001,43.59494066238403
15,2.8508197479560726,0.6489207241378847,6.153668118304894,0.999333676483627,0.4853738860906625,0.6794806191633619,0.00010118043844856661,0.765347584135677,0.001,43.191293239593506
16,2.8515308684990055,0.6496219781578564,6.154394044250738,0.9995736213782346,0.5006711409395973,0.665984392989638,0.00013490725126475548,0.7699849836586874,0.001,43.02257037162781
17,2.8527834180925713,0.6504095914911051,6.15634394864567,0.9995381762971308,0.5022747952684259,0.6645772035307663,0.00010118043844856661,0.7704928893207313,0.001,43.74196672439575
18,2.8521151640376106,0.6497757644926916,6.1556240769683335,0.9994821637711383,0.5088915375446961,0.6586286299091724,0.00013490725126475548,0.7725245119689074,0.001,41.212892055511475
19,2.852913465656218,0.6504821376722367,6.156560303734952,0.9996039353844833,0.4984875402122245,0.6679672508635026,6.745362563237774e-05,0.7693445808674145,0.001,43.31234288215637
20,2.850353446163115,0.6486859565875569,6.152854555942973,0.9995561140257072,0.4938842338437831,0.6719969297684534,0.00013490725126475548,0.7679091953007685,0.001,41.127180337905884
