epoch,train_loss,train_hard_loss,train_soft_loss,val_auc,val_f1,val_miss_rate,val_false_alarm_rate,val_accuracy,learning_rate,time
1,2.9050861206547967,0.6712000704017179,6.255915004631569,0.9991448546433358,0.718622290775518,0.4387899560390433,0.0002741147561847142,0.8757460852468225,0.001,58.47260332107544
2,2.8574601309052827,0.6506702565941317,6.167644751482997,0.9989714918263436,0.6974871446589697,0.4643469190075255,0.0001174777526505918,0.8686328207288814,0.001,43.15386962890625
3,2.8551959169322045,0.6504560965916206,6.162305453727985,0.9988696265187371,0.6899591730509604,0.47323845714427637,6.852868904617855e-05,0.8661540622147321,0.001,45.55821418762207
4,2.851557258901925,0.6487760564376568,6.155728911531383,0.9988679244923346,0.6922002857513962,0.4705560936840275,0.0001174777526505918,0.8668773260304754,0.001,44.01159310340881
5,2.852637724629764,0.6501448735080916,6.156376842794748,0.9988653331571367,0.683429244049176,0.48086332364702083,2.936943816264795e-05,0.864026402640264,0.001,45.71395492553711
6,2.849787613441204,0.648330679741399,6.1519728899002075,0.999310422179404,0.6717577396955252,0.4942254675508531,1.95796254417653e-05,0.8602556000280879,0.001,43.0319766998291
7,2.8528599677414728,0.6505931847054383,6.156259984805666,0.9992323789196209,0.7012287547973038,0.45997566003526813,7.83185017670612e-05,0.8698967769117337,0.001,44.74222254753113
8,2.850764410249118,0.6491231779600012,6.1532261083865984,0.9988598578597729,0.6946825924185209,0.4676998733328366,7.83185017670612e-05,0.8677129415069167,0.001,42.17377257347107
9,2.852787494659424,0.6505680336006756,6.15611651437036,0.9991096747301815,0.6910160758115115,0.472071132305094,1.95796254417653e-05,0.8665192051120005,0.001,45.57990026473999
10,2.8524053322857825,0.6503909415212171,6.155426736535697,0.9991305065607622,0.6824391760336392,0.4820306484862032,9.78981272088265e-06,0.8637104135945509,0.001,44.637784481048584
11,2.85173990603151,0.6500953584909439,6.154206596571823,0.9990995334490084,0.6745345908844008,0.49109604351389613,0.0,0.8611544133136718,0.001,44.7456693649292
12,2.8524970515020964,0.6507058354287312,6.155183709900955,0.9993608180870241,0.6924201091192518,0.47045674688920347,0.0,0.8669896776911734,0.001,45.42356777191162
13,2.852114069050756,0.6501911570285929,6.154998290127721,0.9992749758991175,0.6837855508336057,0.48049077316643074,0.0,0.8641527982585493,0.0005,45.52956247329712
14,2.8515868618570526,0.6501009279283984,6.153815602434093,0.9993822690904952,0.6734209745972126,0.49236271514790253,0.0,0.860796292395197,0.0005,44.59598708152771
15,2.851338939420108,0.6500379900480139,6.153290193656395,0.9994160438592811,0.6827305295185748,0.4817077714030251,0.0,0.8638087212976617,0.0005,46.61761665344238
16,2.8514728505035927,0.6501077089844078,6.153520374462523,0.9994600963144987,0.6682433102900803,0.49822417604252045,0.0,0.8591391053999017,0.0005,45.775569915771484
17,2.8511547117397704,0.649953575997517,6.152956271993703,0.9994866248274488,0.6736394781921202,0.4921143481608425,0.0,0.8608665121831333,0.0005,41.51454567909241
18,2.851233856431369,0.6500218284541163,6.1530517627452985,0.9995232063593458,0.66899173553719,0.49737972828651617,0.0,0.8593778526788849,0.0005,44.38579273223877
19,2.852039470754821,0.650554568603121,6.154266665721762,0.9994424108012963,0.6762776782338533,0.4891091076174155,0.0,0.8617161716171617,0.0005,45.57860445976257
20,2.8514359367304833,0.6501199474622463,6.15340977290581,0.9993812719461701,0.686512143800871,0.4773365124307677,0.0,0.8650445895653395,0.0005,46.429224729537964
