epoch,train_loss,train_hard_loss,train_soft_loss,val_auc,val_f1,val_miss_rate,val_false_alarm_rate,val_accuracy,learning_rate,time
1,2.900025194545962,0.666739451997685,6.249953674820234,0.9959105327812271,0.6855793628418382,0.4775906979242192,0.0006344154238217615,0.8629892965186812,0.001,55.20870780944824
2,2.8584250234208017,0.6503036443917256,6.1706069415470335,0.9966597202872706,0.6792038532370024,0.4850022825532372,0.0005914042086474048,0.8609008123589121,0.001,44.539732694625854
3,2.85645939494079,0.6502983643198913,6.1657007910170645,0.9969015863292165,0.6859951033061491,0.47708048014178683,0.0006559210314089399,0.8631198267786667,0.001,57.37502956390381
4,2.854019583396192,0.6490705103244422,6.161443062548368,0.9970108507721474,0.6939489944163414,0.46768173151803216,0.0007419434617576533,0.8657457884795529,0.001,57.57270097732544
5,2.8552750034152337,0.6499045974803421,6.16333046049442,0.9967133299687532,0.681791677710045,0.4819141222911464,0.0006774266389961182,0.8617223851717625,0.001,55.671425104141235
6,2.8559237088797227,0.650751956791248,6.16368116522735,0.996748156388419,0.6847895070869473,0.47845001208410537,0.0006774266389961182,0.8627128794975353,0.001,57.3494291305542
7,2.8534842617106886,0.6492352575626014,6.159857619483516,0.9972167864988096,0.6774760071668057,0.4872311286554419,0.0003978537403627996,0.8604017260707321,0.001,53.801257848739624
8,2.8535151504120737,0.649095152346593,6.160144999342145,0.9970941219816111,0.6849029982363316,0.4785842799215876,0.0004731233669179238,0.8628203750057587,0.001,54.53018355369568
9,2.8537786254342996,0.6497764879802488,6.159781671919912,0.9977531843366987,0.682397440656097,0.4816187330486855,0.00036559532898203207,0.862029515195258,0.001,57.355629682540894
10,2.8539086850184314,0.6496886864023389,6.160238535899036,0.9977411777754447,0.682817359344077,0.481162222401246,0.0003440897213948537,0.8621754019564183,0.001,55.95909118652344
11,2.8524400738050355,0.648824986421837,6.1578625418105215,0.9976943367094921,0.6869451881076512,0.47632858025188646,0.0003871009365692104,0.8635267740597982,0.001,57.04634618759155
12,2.852975269533553,0.6492629664124183,6.158543568737102,0.9981490644630026,0.6838778032844782,0.480007518998899,0.00029032570242690784,0.8625439579846128,0.001,56.77184462547302
13,2.853187399090461,0.6494502076562846,6.15879299955548,0.9980924057138317,0.688290888611204,0.47490534117457506,0.00027957289863331865,0.8640105038468036,0.001,56.5102379322052
14,2.8534232175575114,0.6496779024600983,6.159041022354701,0.9980671392669899,0.6864656220808291,0.4770536265742904,0.00025806729104614027,0.8634116003009874,0.001,57.58610773086548
15,2.8535525528889782,0.649645559067996,6.15941284737497,0.9978303725702197,0.6903410588462687,0.4724885200998953,0.000301078506220497,0.8646861898984936,0.001,56.971839427948
16,2.854212428038975,0.6502712998750075,6.1601239510302275,0.9982219670520677,0.6824956243480721,0.4816724401836784,0.0002365616834589619,0.8621062977011318,0.001,56.99611258506775
17,2.8534031206706785,0.6496133022713211,6.159087671423858,0.9974345351790845,0.6878521126760564,0.47541555895700743,0.00027957289863331865,0.8638646170856432,0.001,57.166733264923096
18,2.8537270932827354,0.6500245630741119,6.159280713999046,0.9982820267121943,0.6823928842991283,0.4818604151561535,0.00018279766449101604,0.862090941199957,0.001,57.379780530929565
19,2.8536264109161666,0.6499538522846294,6.1591351167210995,0.997704476638986,0.6835299936409241,0.48043717607884207,0.00026882009483972946,0.8624364624763894,0.001,54.25730657577515
20,2.8535007980634584,0.6499697211778389,6.158797264099121,0.9983990088956607,0.6711136477134908,0.49477698112194207,0.00016129205690383768,0.858413059168599,0.001,56.983617067337036
