epoch,train_loss,train_hard_loss,train_soft_loss,val_auc,val_f1,val_miss_rate,val_false_alarm_rate,val_accuracy,learning_rate,time
1,2.8934040735433766,0.6624264013659846,6.239870385006741,0.9977423670655704,0.603106933410972,0.568219039394932,4.4937357323890495e-05,0.7860809720229556,0.001,58.026538133621216
2,2.858831465781272,0.6505030023085104,6.171323969557479,0.9987463517009063,0.5885072447017536,0.583047970699461,1.7974942929556197e-05,0.7805158267575323,0.001,53.562225103378296
3,2.8555328394915604,0.6496077432288779,6.164420316885184,0.9989773365819957,0.5890940407923204,0.5824524312896406,2.6962414394334298e-05,0.7807343974175036,0.001,52.9262490272522
4,2.8543781224671787,0.6493938817634238,6.161854310078664,0.9993203817816863,0.5924792808273001,0.5790429681684185,2.6962414394334298e-05,0.7820177994978479,0.001,53.10090899467468
5,2.855384480845821,0.6503936530233504,6.16287054027523,0.9970910814743743,0.6653160936662098,0.5012655212458684,0.0003055740298024554,0.8111213235294118,0.001,53.1829993724823
6,2.8556524504412404,0.6501973743911262,6.163834924096459,0.9980833541361689,0.5877739816031538,0.5837775064764911,2.6962414394334298e-05,0.7802356079626973,0.001,52.62282681465149
7,2.8557956154282027,0.6510456778981664,6.162920320356214,0.9978289958212093,0.5891891324210504,0.5823631003781675,1.7974942929556197e-05,0.7807736280487805,0.001,53.01460886001587
8,2.8546691842981287,0.6506160556733072,6.1607487395003036,0.9985178756873425,0.5940848961821835,0.5774201232766578,2.6962414394334298e-05,0.7826286764705882,0.001,52.655442237854004
9,2.8531533297117764,0.649711637883573,6.158315701527639,0.9984779604807945,0.5971093798951523,0.5743530953160826,2.6962414394334298e-05,0.7837831779053085,0.001,53.033714294433594
10,2.853336186022372,0.6499603535677936,6.158399740854899,0.9990509721349102,0.5949439906284973,0.5765565911324182,1.7974942929556197e-05,0.7829593346484935,0.001,52.68196892738342
11,2.8544409167659177,0.6508748429315584,6.159789798496006,0.9989071897191327,0.5893669078346336,0.5821844385552214,1.7974942929556197e-05,0.7808408805595409,0.0005,52.76311779022217
12,2.853244783642056,0.650054990708291,6.158029285637108,0.9992612396404752,0.5925739669767832,0.5789536372569455,1.7974942929556197e-05,0.7820570301291249,0.0005,52.80124354362488
13,2.8540509864016697,0.6505830212756321,6.159252746685131,0.9991898307501416,0.5921757265172237,0.5793556263585743,1.7974942929556197e-05,0.7819057119799139,0.0005,53.10917639732361
14,2.8542419983460023,0.6508034038114118,6.159399732813105,0.9992751676387158,0.5856092989955569,0.5859512253223357,1.7974942929556197e-05,0.7794229734576757,0.0005,52.97453236579895
