epoch,train_loss,train_hard_loss,train_soft_loss,val_auc,val_f1,val_miss_rate,val_false_alarm_rate,val_accuracy,learning_rate,time
1,2.902814937048945,0.6692134141921997,6.2532170599904555,0.999685472882787,0.6065783171004311,0.5645970029512049,2.7165581983786028e-05,0.9326269738191264,0.001,44.15524363517761
2,2.8563768822571327,0.6494202881023802,6.166811638864978,0.9996946929040184,0.5985867426827799,0.5728202630297126,1.5523189705020586e-05,0.9316562991318613,0.001,42.27441596984863
3,2.854536771774292,0.6491925027863733,6.162553047311717,0.9997580105252792,0.5933016282443979,0.5782069281682474,7.761594852510293e-06,0.9310205755690751,0.001,42.84009003639221
4,2.8542905758167136,0.6498560448145044,6.160942225620665,0.9996970417755359,0.5937550362610797,0.577748488581989,7.761594852510293e-06,0.9310752614669492,0.001,42.500999450683594
5,2.8526842902446616,0.6487472560899011,6.158589704283353,0.9998862591992403,0.5946326830544986,0.5768602618836136,7.761594852510293e-06,0.9311812153940803,0.001,42.01268172264099
6,2.8510904332687117,0.6482635222632309,6.155330612741667,0.9998854880101468,0.5914850686037126,0.5800406865132804,7.761594852510293e-06,0.9308018319775788,0.001,42.45605158805847
7,2.8525711277435564,0.6495131094907892,6.157157984273187,0.9998540005779591,0.6030138685985311,0.5683218245895533,7.761594852510293e-06,0.9321997402419852,0.001,42.73850679397583
8,2.8520593499315194,0.6492403411659701,6.156287682467494,0.9997475814868161,0.5911155064887884,0.5804131686771152,7.761594852510293e-06,0.930757399685556,0.001,42.866785287857056
9,2.8513921992532136,0.648984745144844,6.155003214704579,0.9998289320676655,0.5974281695800683,0.5740236669436406,7.761594852510293e-06,0.9315195843871762,0.001,42.5917763710022
10,2.850477296730568,0.6483131266873459,6.153723404325288,0.9998701491252392,0.601122244488978,0.570270192831151,3.880797426255147e-06,0.9319707430446373,0.001,41.988070249557495
11,2.85122661138403,0.649063445884606,6.15447120419864,0.99984002699408,0.6027463068977942,0.5686083493309647,3.880797426255147e-06,0.9321689794244309,0.001,42.178061723709106
12,2.851920304627254,0.6495825596924486,6.155426744757028,0.9998850660272169,0.5919231855408077,0.5796108994011633,3.880797426255147e-06,0.9308565178754529,0.0005,42.80562448501587
13,2.850564153030001,0.6486716193371805,6.1534028012177036,0.9999182977667089,0.5900460531631252,0.5815019626944786,3.880797426255147e-06,0.9306309385467223,0.0005,42.93959426879883
14,2.8521204981310615,0.6498385606140926,6.155543261560901,0.9999329851077489,0.5863912515188335,0.5851694793845449,3.880797426255147e-06,0.9301934513637296,0.0005,42.817163705825806
15,2.850013617811532,0.648447892789183,6.152362050681279,0.9998859714836064,0.588049678385048,0.5835076358843586,3.880797426255147e-06,0.9303916877435231,0.0005,42.54126214981079
16,2.8511602816910577,0.649220983529913,6.154069049605008,0.9999635370054492,0.5899036422035028,0.5816452250651843,3.880797426255147e-06,0.9306138492036367,0.0005,42.781306982040405
17,2.8509506932620345,0.6491198180050686,6.153696816543053,0.9999557861408608,0.5868777456120817,0.5846823873241455,3.880797426255147e-06,0.9302515551302208,0.0005,42.37170672416687
18,2.8493074055375724,0.6479356479028175,6.151364930744829,0.9999308987107258,0.5878497299265643,0.5837082032033466,3.880797426255147e-06,0.9303677626632032,0.00025,41.87582039833069
19,2.852570862605654,0.6504161928234429,6.155802689749619,0.9999482785141274,0.5875925701104772,0.5839660754706169,3.880797426255147e-06,0.930337001845649,0.00025,42.531142234802246
20,2.850643053137023,0.6488145841606732,6.153385577530696,0.9999436464314139,0.5847002291113319,0.5868599753588722,3.880797426255147e-06,0.9299917971153189,0.00025,42.962345123291016
